scenario,round_num,label,user,start_time,duration_s,speed,fps,frames,dropped,return_code,ts_statuses,ts_cache_hits,ts_404_count,first_screen_time,ts_details
Benchmark (Cold Start),1,cdn,1,2025-10-29T17:10:53.758933,9.42,9.0,270,1798,0,0,"[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",13,0,1.032,"[{'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a990e8e66e8-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000000_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a99b86e8239-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000001_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a9a2b615286-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000002_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a99097929c4-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000003_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a995cb70c49-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000004_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a990f27f5bc-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000005_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a99fc4714bd-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000006_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a999b9f1a59-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000007_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a994dfd6687-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000008_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a99b968b897-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000009_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a9998a1d919-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000010_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a9969e3663c-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000011_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618a99099491f2-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000012_1888844408_82b2_fetch_20250912T191424.ts'}]"
Benchmark (Cold Start),1,r2,1,2025-10-29T17:11:11.837606,15.7,4.79,144,1798,0,0,"[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0,0,1.495,"[{'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae21f8715ba-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000000_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae21d2d67b5-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000001_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae2489a15a2-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000002_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae26c4ff983-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000003_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae24dfe8e9b-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000004_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae24d2017e2-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000005_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae239937aac-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000006_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae25d319e59-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000007_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae248d97396-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000008_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae24d5e15d2-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000009_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae23d9e405d-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000010_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae2693a67a9-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000011_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ae25ffd9450-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000012_1888844408_82b2_fetch_20250912T191424.ts'}]"
Benchmark (Cold Start),2,cdn,1,2025-10-29T17:11:30.143206,16.13,4.88,146,1798,0,0,"[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",13,0,1.343,"[{'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b528e41d7a1-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000000_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b526ec79704-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000001_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b534cfb06bc-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000002_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b529de5dfa5-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000003_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b52bba26574-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000004_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b538c0166c0-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000005_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b529ceb6624-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000006_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b53088725b4-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000007_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b532d980a48-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000008_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b526d439f8a-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000009_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b529f84667f-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000010_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b52cbf30a71-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000011_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618b524aad9fb2-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000012_1888844408_82b2_fetch_20250912T191424.ts'}]"
Benchmark (Cold Start),2,r2,1,2025-10-29T17:11:48.860833,16.47,4.9,147,1798,0,0,"[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0,0,1.332,"[{'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc48bd567fe-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000000_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc48f87cf26-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000001_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc47c21f977-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000002_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc4ccf3ce68-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000003_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc4b802d883-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000004_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc49ac59456-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000005_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc4aa6567cb-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000006_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc4cf35175f-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000007_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc49cc1eb1e-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000008_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc498c16896-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000009_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc4b998ed39-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000010_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc4dca2f941-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000011_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618bc4bc60235b-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000012_1888844408_82b2_fetch_20250912T191424.ts'}]"
Benchmark (Cold Start),3,cdn,1,2025-10-29T17:12:22.590409,11.03,7.51,225,1798,0,0,"[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",13,0,1.028,"[{'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c37edabd204-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000000_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c389e6629c4-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000001_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c38ba23f5f3-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000002_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c37ccab6662-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000003_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c37f9c0c89b-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000004_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c37cc6eadc4-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000005_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c390b80b92c-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000006_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c388c36669c-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000007_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c3869734946-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000008_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c37cc3e29c4-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000009_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c3888ea4547-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000010_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618c383d5df5b9-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000011_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618cbb6cc266e7-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000012_1888844408_82b2_fetch_20250912T191424.ts'}]"
Benchmark (Cold Start),3,r2,1,2025-10-29T17:12:40.165492,15.24,5.03,151,1798,0,0,"[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0,0,1.363,"[{'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0c8feb7aeb-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000000_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0c892aed35-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000001_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0caa05cf27-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000002_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0cb9f11566-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000003_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0cbaf2679b-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000004_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0c89daf40f-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000005_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0cc8295c1e-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000006_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0cfc021563-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000007_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0cc8b3dc0d-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000008_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0ca9fa981a-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000009_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0ca86915f7-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000010_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0cbb91eb32-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000011_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618d0cd8c417ec-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000012_1888844408_82b2_fetch_20250912T191424.ts'}]"
Benchmark (Cold Start),4,cdn,1,2025-10-29T17:12:55.629210,13.13,6.27,188,1798,0,0,"[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",13,0,1.411,"[{'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7c0da20bbf-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000000_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7b38860c49-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000001_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7b3a11fff9-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000002_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7bbbb8fe97-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000003_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7b7e6066dc-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000004_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7b2d0560e5-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000005_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7b0f00f5b5-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000006_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7b0eb966c1-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000007_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7b1ab56710-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000008_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7b7c5ead9f-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000009_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7ae95b97c7-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000010_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7bac86f5de-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000011_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'HIT', 'cf_ray': '99618d7b9b093ee4-AMS', 'url': 'https://lancet.im/videos/hls/1888844408_82b2/hls/ts/segment_000012_1888844408_82b2_fetch_20250912T191424.ts'}]"
Benchmark (Cold Start),4,r2,1,2025-10-29T17:13:12.509685,14.6,5.24,157,1798,0,0,"[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0,0,1.489,"[{'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddbd930ce34-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000000_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddbcaa4fa4a-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000001_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddbcdbacf0a-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000002_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddc08e57af2-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000003_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddbfb472710-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000004_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddbcb69fc54-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000005_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddbc9b11975-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000006_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddbda5eed37-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000007_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddbec3dcf15-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000008_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddb9ec9ed40-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000009_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddbdf6f1722-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000010_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddbace4ee17-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000011_1888844408_82b2_fetch_20250912T191424.ts'}, {'status': 200, 'cf_cache_status': 'N/A', 'cf_ray': '99618ddbf847405d-SJC', 'url': 'https://pub-8ea55317b8624238a35e5c73454b9d2d.r2.dev/videos/hls/1888844408_82b2/hls/ts/segment_000012_1888844408_82b2_fetch_20250912T191424.ts'}]"
